rank,drug_a,drug_b,priority_score,p_empirical,q_value,permutation_z,signed_reversal,reversal_efficiency,reversal_gain_over_best_single,counter_therapeutic,gene_coverage,pathway_coverage,axis_coverage,target_complementarity,compartment_complementarity,cns_reach,regimen_compatibility,network_separation,proximity_z_a,proximity_z_b,complementary_exposure,evidence_score,uncertainty,safety_union,safety_overlap,worst_risk_domain,same_mechanism,shared_safety_class,redundant_targets,excluded_from_primary_ranking,pareto_optimal
1204,Fingolimod,Tocilizumab,1.0253,0.02244,0.03628,1.803,0.0628,0.4076,0.0275,0.0,0.154,0.4,0.4,0.9231,0.5,0.6,0.6867,-0.0833,-1.9414,-1.8119,False,0.3333,0.35,0.358,0.0753,infection,False,False,False,False,False
1205,Phenytoin,Pioglitazone,1.025,0.00249,0.00837,2.4131,0.0369,0.3109,0.0119,0.0,0.1187,0.5,0.6,1.0,0.75,0.7,1.0,-0.0952,-2.5343,-2.6661,False,0.3333,0.575,0.2441,0.0137,teratogenicity,False,False,False,False,False
1206,Bexarotene,Lamotrigine,1.0249,0.00249,0.00837,3.2324,0.0413,0.3404,0.0133,0.0009,0.1214,0.3,0.4,1.0,0.75,0.7,0.8667,0.2143,-0.7904,-3.0679,True,0.3333,0.55,0.1541,0.0096,teratogenicity,False,False,False,False,False
1207,Memantine,Mycophenolate mofetil,1.0249,0.05736,0.0709,1.5874,0.0342,0.3272,0.0135,0.0,0.1046,0.3,0.4,1.0,1.0,0.75,0.8667,0.325,-2.6276,-2.0615,True,0.3333,0.525,0.2588,0.0,infection,False,False,False,False,False
1208,Evobrutinib,Lamotrigine,1.0248,0.04738,0.06178,1.5797,0.0335,0.3467,0.0133,0.0,0.0967,0.4,0.4,1.0,0.75,0.7,1.0,0.2,-2.076,-3.0679,True,0.3333,0.475,0.1467,0.0151,hepatic,False,False,False,False,False
1209,Masitinib,Sirolimus,1.0248,0.02244,0.03628,1.9133,0.0546,0.3739,0.0241,0.0,0.146,0.4,0.6,1.0,0.5,0.5,0.8667,0.0833,-3.6789,-2.0409,True,0.3333,0.525,0.2923,0.0597,infection,False,False,False,False,False
1210,Elezanumab,Epigallocatechin gallate,1.0245,0.00249,0.00837,3.3922,0.0401,0.333,0.0116,0.0,0.1203,0.4,0.6,0.9167,0.75,0.45,0.6867,-0.0714,-2.7183,-1.555,False,0.3333,0.675,0.0716,0.0,hepatic,False,False,False,False,False
1211,Amiloride,Interferon beta-1b,1.024,0.00998,0.02038,2.2009,0.0409,0.2786,0.0105,0.0029,0.1468,0.3,0.4,1.0,1.0,0.45,0.82,-0.0625,-2.6837,-3.2696,False,0.3333,0.45,0.1324,0.0,hepatic,False,False,False,False,False
1212,Cladribine,Ocrelizumab,1.0239,0.31671,0.3202,0.601,0.0591,0.5737,0.015,0.0,0.1029,0.2,0.2,0.5455,0.5,0.3,0.6867,-0.6349,-2.961,-2.7449,False,1.0,0.25,0.3553,0.0918,infection,False,False,False,False,True
1213,Evobrutinib,Oxcarbazepine,1.0227,0.00249,0.00837,2.0043,0.0301,0.3545,0.0099,0.0,0.085,0.4,0.4,1.0,0.75,0.7,1.0,0.5667,-2.076,-0.3516,True,0.3333,0.5,0.2055,0.0151,hepatic,False,False,False,False,False
1214,Cladribine,Interferon beta-1a,1.0223,0.00748,0.01683,2.2288,0.0598,0.3359,0.0258,0.0031,0.1779,0.4,0.2,0.9333,0.5,0.3,0.42,-0.127,-2.961,-3.5867,False,1.0,0.3,0.3569,0.0176,infection,False,False,False,False,False
1215,Cholecalciferol,Hydroxychloroquine,1.0222,0.00499,0.01301,2.1016,0.0453,0.3231,0.0199,0.0,0.1402,0.3,0.6,1.0,0.5,0.55,1.0,0.0,-2.0037,-3.2153,False,0.3333,0.575,0.0882,0.0,ocular,False,False,False,False,False
1216,Pioglitazone,Temelimab,1.0222,0.00499,0.01301,2.5211,0.0518,0.3649,0.0215,0.0,0.1418,0.5,0.6,0.75,0.5,0.4,0.82,-0.3304,-2.6661,-2.4721,False,0.3333,0.6,0.1441,0.0,cardiac,False,False,False,False,False
1217,Fingolimod,Phenytoin,1.0218,0.03491,0.0496,1.6374,0.0417,0.317,0.0119,0.0,0.1317,0.4,0.6,1.0,0.75,0.7,0.8667,-0.0417,-1.9414,-2.5343,False,0.3333,0.4,0.3776,0.0165,infection,False,False,False,False,False
1218,Mitoxantrone,Tolebrutinib,1.0218,0.06484,0.0779,1.4844,0.0608,0.3921,0.0181,0.0035,0.1551,0.5,0.4,0.8571,0.5,0.8,0.5533,-0.2667,-3.0195,-3.3227,False,0.6667,0.35,0.5843,0.0412,infection,False,False,False,False,False
1219,Orelabrutinib,Pioglitazone,1.0217,0.01247,0.02374,2.1433,0.0439,0.4522,0.0189,0.0,0.0971,0.5,0.6,0.6667,0.5,0.55,0.8667,-0.4429,-2.8405,-2.6661,False,0.3333,0.525,0.2245,0.0137,hepatic,False,False,False,False,False
1220,Cladribine,Masitinib,1.0214,0.03242,0.04712,1.6337,0.0574,0.3574,0.0269,0.0,0.1605,0.4,0.4,1.0,0.5,0.5,0.7333,0.0,-2.961,-3.6789,False,0.6667,0.4,0.3931,0.0412,infection,False,False,False,False,False
1221,Laquinimod,Oxcarbazepine,1.0214,0.01496,0.02705,2.1941,0.04,0.3427,0.0084,0.0,0.1168,0.4,0.6,0.9,0.75,0.7,0.8667,-0.0417,-4.2322,-0.3516,False,0.3333,0.55,0.2196,0.049,hepatic,False,False,False,False,False
1222,Ozanimod,Ustekinumab,1.0213,0.03242,0.04712,1.698,0.057,0.5721,0.0177,0.0,0.0996,0.2,0.2,0.7778,0.5,0.5,0.82,-0.3667,-1.8533,-1.9172,False,0.3333,0.35,0.2353,0.0314,infection,False,False,False,False,True
1223,Natalizumab-biosimilar,Ocrelizumab,1.0209,0.02743,0.04221,1.7142,0.0728,0.5407,0.0287,0.0,0.1346,0.4,0.2,1.0,0.0,0.05,0.5067,0.1667,-3.1195,-2.7449,True,0.6667,0.25,0.2412,0.1059,infection,False,False,False,False,True
1224,Simvastatin,Teriflunomide,1.0206,0.14464,0.15552,0.9802,0.0435,0.3342,0.0194,0.0,0.1302,0.5,0.6,0.8333,0.5,0.4,0.7333,-0.2857,-1.7856,-3.0107,False,0.6667,0.35,0.2537,0.0806,hepatic,False,False,False,False,False
1225,Methylprednisolone,Mycophenolate mofetil,1.0205,0.00249,0.00837,2.6153,0.0727,0.4329,0.0169,0.0,0.1679,0.4,0.2,0.8462,0.5,0.6,0.82,-0.3,-3.1022,-2.0615,False,0.3333,0.4,0.3255,0.0588,infection,False,False,False,False,False
1226,Daclizumab,Diroximel fumarate,1.02,0.03741,0.05212,1.8843,0.0482,0.4266,0.0176,0.0019,0.1131,0.3,0.4,0.9091,0.5,0.55,0.6867,-0.125,-2.1815,-1.9273,False,1.0,0.325,0.4201,0.0623,autoimmunity,False,False,False,False,False
1227,Glatiramer acetate,Remibrutinib,1.0194,0.00998,0.02038,2.3295,0.0478,0.3785,0.0194,0.0,0.1262,0.4,0.2,0.9167,0.5,0.5,0.82,-0.0625,-3.0334,-1.7308,False,0.6667,0.4,0.1343,0.0059,infection,False,False,False,False,False
1228,Hydroxychloroquine,Sirolimus,1.0193,0.02244,0.03628,1.8563,0.0495,0.3596,0.0241,0.0,0.1376,0.4,0.6,1.0,0.5,0.55,1.0,0.0833,-3.2153,-2.0409,True,0.3333,0.55,0.2824,0.0,infection,False,False,False,False,False
1229,Cladribine,Ofatumumab,1.0189,0.2793,0.2838,0.6723,0.0562,0.5459,0.0161,0.0,0.1029,0.2,0.2,0.6364,0.5,0.3,0.5533,-0.5357,-2.961,-2.3838,False,1.0,0.25,0.3422,0.0765,infection,False,False,False,False,True
1230,Hydroxychloroquine,Tocilizumab,1.0188,0.04239,0.05693,1.6264,0.0602,0.4285,0.0248,0.0,0.1404,0.3,0.4,0.9091,0.5,0.55,0.6867,-0.1667,-3.2153,-1.8119,False,0.3333,0.5,0.2608,0.0,infection,False,False,False,False,False
1231,Mycophenolate mofetil,Riluzole,1.0187,0.03242,0.04712,1.7409,0.0388,0.3274,0.0181,0.0,0.1186,0.3,0.4,1.0,1.0,0.65,1.0,0.35,-2.0615,-2.6115,True,0.3333,0.5,0.3275,0.0,infection,False,False,False,False,False
1232,Oxcarbazepine,Remibrutinib,1.0186,0.00748,0.01683,1.8724,0.0298,0.3568,0.0099,0.0,0.0835,0.3,0.4,1.0,0.75,0.7,1.0,0.7333,-0.3516,-1.7308,True,0.3333,0.525,0.1945,0.0124,hepatic,False,False,False,False,False
1233,Teriflunomide,Ustekinumab,1.0181,0.08229,0.09458,1.3781,0.0584,0.519,0.0191,0.0,0.1125,0.3,0.4,0.7,0.5,0.4,0.82,-0.4643,-3.0107,-1.9172,False,0.3333,0.35,0.2892,0.0235,infection,False,False,False,False,False
1234,Bexarotene,Elezanumab,1.018,0.00249,0.00837,3.4192,0.0506,0.4191,0.022,0.0009,0.1206,0.3,0.4,0.7273,0.75,0.55,0.82,-0.4286,-0.7904,-2.7183,False,0.3333,0.575,0.1461,0.0,teratogenicity,False,False,False,False,False
1235,Firategrast,Phenytoin,1.0175,0.03741,0.05212,1.6186,0.0311,0.3578,0.0119,0.0,0.0869,0.3,0.4,1.0,1.0,0.7,0.8667,0.2917,-3.2771,-2.5343,True,0.3333,0.55,0.2314,0.0,infection,False,False,False,False,False
1236,Phenytoin,Ponesimod,1.017,0.06983,0.08242,1.4359,0.032,0.359,0.0119,0.0,0.0891,0.3,0.4,1.0,1.0,0.7,0.8667,0.125,-2.5343,-1.5016,True,0.3333,0.4,0.2735,0.0137,infection,False,False,False,False,False
1237,Natalizumab-biosimilar,Ozanimod,1.0166,0.09975,0.11228,1.3058,0.0504,0.4482,0.0218,0.0,0.1125,0.3,0.2,1.0,0.5,0.5,0.6867,0.1,-3.1195,-1.8533,True,0.6667,0.275,0.2941,0.0706,infection,False,False,False,False,False
1238,Cladribine,Riluzole,1.0165,0.04489,0.05938,1.6223,0.045,0.3384,0.0181,0.0,0.1329,0.3,0.4,1.0,0.75,0.65,0.6,0.3214,-2.961,-2.6115,True,0.3333,0.4,0.3451,0.0,infection,False,False,False,False,False
1239,Lamotrigine,Remibrutinib,1.0162,0.03491,0.0496,1.4688,0.0332,0.3485,0.0133,0.0,0.0952,0.3,0.4,1.0,0.75,0.7,1.0,0.325,-3.0679,-1.7308,True,0.3333,0.5,0.1357,0.0124,hepatic,False,False,False,False,False
1240,Metformin,Teriflunomide,1.0158,0.03242,0.04712,1.9292,0.0495,0.3634,0.0223,0.0,0.1363,0.4,0.6,0.8571,0.5,0.4,0.7333,-0.1984,-1.6488,-3.0107,False,0.3333,0.375,0.2398,0.0082,teratogenicity,False,False,False,False,False
1241,Cyclophosphamide,Elezanumab,1.0157,0.00249,0.00837,2.7802,0.0518,0.3351,0.0233,0.0006,0.1547,0.4,0.6,0.9167,1.0,0.25,0.5067,0.0833,-3.0549,-2.7183,True,0.3333,0.525,0.4343,0.0078,infection,False,False,False,False,False
1242,Ozanimod,Vidofludimus calcium,1.0157,0.06983,0.08242,1.41,0.0403,0.486,0.0185,0.0,0.083,0.4,0.4,0.75,0.5,0.5,0.8667,-0.3,-1.8533,-1.6832,False,0.6667,0.325,0.3199,0.034,infection,False,False,False,False,False
1243,Alpha-lipoic acid,Memantine,1.0155,0.05237,0.06657,1.6947,0.0299,0.3722,0.0125,0.0,0.0803,0.3,0.4,0.9091,0.75,0.75,0.8667,-0.25,-1.7729,-2.6276,False,0.3333,0.55,0.0,0.0,,False,False,False,False,True
1244,Diroximel fumarate,Methotrexate,1.0153,0.01995,0.0334,2.0487,0.0475,0.3963,0.0169,0.0,0.12,0.3,0.4,0.8182,0.5,0.55,1.0,-0.3429,-1.9273,-2.3127,False,1.0,0.4,0.3265,0.0598,infection,False,False,False,False,False
1245,Evobrutinib,Secukinumab,1.0152,0.00249,0.00837,2.1936,0.0452,0.4447,0.0202,0.0,0.1016,0.5,0.2,1.0,0.5,0.45,0.6867,0.3,-2.076,-1.895,True,0.3333,0.45,0.1824,0.0206,infection,False,False,False,False,False
1246,Amiloride,Orelabrutinib,1.0151,0.02244,0.03628,1.6233,0.033,0.3291,0.0105,0.0,0.1002,0.4,0.6,1.0,0.75,0.55,1.0,-0.125,-2.6837,-2.8405,False,0.3333,0.525,0.148,0.0,infection,False,False,False,False,False
1247,Evobrutinib,Ponesimod,1.0151,0.01746,0.03019,1.8037,0.0402,0.3959,0.0201,0.0,0.1016,0.5,0.2,1.0,0.5,0.45,1.0,0.325,-2.076,-1.5016,True,0.6667,0.325,0.2458,0.0424,infection,False,False,False,False,False
1248,Nicotinamide riboside,Remibrutinib,1.0149,0.01247,0.02374,2.1961,0.0352,0.3712,0.0154,0.0,0.0949,0.4,0.6,1.0,0.5,0.5,1.0,0.2,-0.7234,-1.7308,True,0.3333,0.55,0.1206,0.0,hepatic,False,False,False,False,False
1249,Cladribine,Ublituximab,1.0142,0.26933,0.2745,0.7038,0.055,0.5603,0.0158,0.0,0.0981,0.2,0.2,0.6,0.5,0.3,0.5533,-0.5714,-2.961,-2.5884,False,1.0,0.275,0.3422,0.0765,infection,False,False,False,False,True
1250,Alpha-lipoic acid,Firategrast,1.0141,0.00998,0.02038,2.2552,0.0354,0.4095,0.0163,0.0,0.0865,0.4,0.6,0.9091,0.5,0.5,1.0,0.0179,-1.7729,-3.2771,True,0.3333,0.55,0.098,0.0,infection,False,False,False,False,False
1251,Dimethyl fumarate,Epigallocatechin gallate,1.0139,0.01746,0.03019,2.1526,0.0449,0.3933,0.0086,0.0,0.1141,0.4,0.6,0.7692,0.5,0.55,1.0,-0.4167,-2.3075,-1.555,False,0.3333,0.5,0.1628,0.0185,hepatic,False,False,False,False,False
1252,Amiloride,Masitinib,1.0138,0.05985,0.07304,1.4689,0.041,0.3358,0.0105,0.0,0.1222,0.3,0.6,1.0,0.75,0.5,0.8667,-0.0536,-2.6837,-3.6789,False,0.3333,0.55,0.1853,0.0069,infection,False,False,False,False,False
1253,Peginterferon beta-1a,Rituximab,1.0124,0.01496,0.02705,1.9822,0.0647,0.4178,0.028,0.003,0.1549,0.3,0.2,1.0,0.0,0.1,0.6867,0.4286,-2.577,-2.5884,True,1.0,0.275,0.2358,0.0162,infection,False,False,False,False,False
1254,Cladribine,Lamotrigine,1.0121,0.00998,0.02038,1.7716,0.0402,0.3238,0.0133,0.0,0.1242,0.3,0.4,1.0,0.75,0.7,0.6,0.4107,-2.961,-3.0679,True,0.3333,0.425,0.3039,0.0,infection,False,False,False,False,False
1255,Hydroxychloroquine,Phenytoin,1.0121,0.05486,0.06865,1.4632,0.0373,0.333,0.0119,0.0,0.1121,0.3,0.6,1.0,0.75,0.7,0.8667,-0.1667,-3.2153,-2.5343,False,0.3333,0.55,0.2216,0.0,teratogenicity,False,False,False,False,False
1256,Inebilizumab,Ozanimod,1.0119,0.10973,0.12088,1.1918,0.0566,0.4755,0.0218,0.0,0.1191,0.3,0.2,1.0,0.5,0.5,0.82,0.1714,-2.8083,-1.8533,True,0.3333,0.3,0.3029,0.0471,infection,False,False,False,False,False
1257,Interferon beta-1b,Ozanimod,1.0119,0.07731,0.08978,1.4361,0.0492,0.3959,0.0188,0.0029,0.1242,0.3,0.2,0.8182,0.5,0.5,0.5533,-0.225,-3.2696,-1.8533,False,1.0,0.275,0.2539,0.0324,infection,False,False,False,False,False
1258,Ponesimod,Vidofludimus calcium,1.011,0.05237,0.06657,1.4028,0.0388,0.4889,0.0169,0.0,0.0793,0.4,0.4,0.7143,0.5,0.45,0.8667,-0.45,-1.5016,-1.6832,False,0.6667,0.325,0.288,0.0316,infection,False,False,False,False,False
1259,Hydroxychloroquine,Vidofludimus calcium,1.0109,0.06983,0.08242,1.4454,0.0467,0.3702,0.0213,0.0,0.1261,0.4,0.6,0.9,0.5,0.55,0.8667,-0.1833,-3.2153,-1.6832,False,0.3333,0.475,0.2539,0.0,teratogenicity,False,False,False,False,False
1260,Amiloride,Peginterferon beta-1a,1.0107,0.02244,0.03628,2.0014,0.0385,0.2861,0.0105,0.003,0.1345,0.3,0.4,1.0,1.0,0.45,0.6867,-0.0536,-2.6837,-2.577,False,0.3333,0.45,0.1255,0.0,hepatic,False,False,False,False,False
1261,Idebenone,Oxcarbazepine,1.0104,0.00499,0.01301,2.7766,0.0259,0.3833,0.0087,0.0,0.0675,0.3,0.4,0.875,1.0,0.7,1.0,0.1667,-0.7029,-0.3516,True,0.3333,0.6,0.1027,0.0041,teratogenicity,False,False,False,False,False
1262,Elezanumab,Oxcarbazepine,1.01,0.00499,0.01301,2.5456,0.0367,0.3428,0.0081,0.0,0.1069,0.2,0.4,0.8889,1.0,0.7,0.6867,-0.1667,-2.7183,-0.3516,False,0.3333,0.6,0.0961,0.0,teratogenicity,False,False,False,False,False
1263,Memantine,Simvastatin,1.0097,0.24439,0.25099,0.7556,0.0325,0.3497,0.0123,0.0,0.0931,0.4,0.4,0.9,0.75,0.75,0.8667,-0.3214,-2.6276,-1.7856,False,0.3333,0.5,0.1,0.0,teratogenicity,False,False,False,False,False
1264,Cholecalciferol,Glatiramer acetate,1.0094,0.04489,0.05938,1.698,0.0421,0.4226,0.0137,0.0,0.0997,0.3,0.4,0.4444,0.5,0.55,0.5533,-0.7292,-2.0037,-3.0334,False,0.6667,0.475,0.0196,0.0,infection,False,False,False,False,True
1265,Ozanimod,Peginterferon beta-1a,1.0093,0.04239,0.05693,1.6091,0.0467,0.4174,0.0188,0.003,0.112,0.3,0.2,0.8,0.5,0.5,0.6867,-0.2429,-1.8533,-2.577,False,1.0,0.275,0.2491,0.0303,infection,False,False,False,False,False
1266,Hydroxychloroquine,Teriflunomide,1.0092,0.09227,0.10468,1.3771,0.0489,0.3516,0.0235,0.0,0.1392,0.4,0.6,0.9167,0.5,0.55,1.0,-0.1548,-3.2153,-3.0107,False,0.3333,0.4,0.3225,0.0,teratogenicity,False,False,False,False,False
1267,Diroximel fumarate,Sirolimus,1.0088,0.01995,0.0334,2.3034,0.0531,0.42,0.0225,0.0,0.1263,0.4,0.4,0.9231,0.5,0.55,0.7333,0.0,-1.9273,-2.0409,False,0.3333,0.425,0.2495,0.0574,infection,False,False,False,False,False
1268,High-dose biotin,Nicotinamide riboside,1.0086,0.00249,0.00837,3.1603,0.0329,0.3554,0.0129,0.0,0.0925,0.3,0.6,0.7778,0.75,0.6,1.0,-0.5667,-0.7599,-0.7234,False,0.3333,0.65,0.0,0.0,,False,False,False,False,True
1269,Firategrast,Simvastatin,1.0078,0.05237,0.06657,1.5206,0.0394,0.3375,0.0192,0.0,0.1166,0.6,0.6,1.0,0.5,0.35,1.0,0.0714,-3.2771,-1.7856,True,0.3333,0.5,0.198,0.0,infection,False,False,False,False,False
1270,Interferon beta-1b,Rituximab,1.0078,0.01995,0.0334,2.0272,0.0671,0.4015,0.0303,0.0029,0.1671,0.3,0.2,1.0,0.0,0.1,0.5533,0.3393,-3.2696,-2.5884,True,1.0,0.275,0.2426,0.0162,infection,False,False,False,False,False
1271,Pioglitazone,Remibrutinib,1.0071,0.00499,0.01301,2.127,0.043,0.4159,0.018,0.0,0.1034,0.5,0.6,0.8,0.5,0.5,0.8667,-0.1714,-2.6661,-1.7308,False,0.3333,0.525,0.2297,0.0154,hepatic,False,False,False,False,False
1272,Cladribine,Oxcarbazepine,1.0067,0.00998,0.02038,2.1819,0.0368,0.3273,0.0099,0.0,0.1125,0.3,0.4,1.0,0.75,0.7,0.6,0.7619,-2.961,-0.3516,True,0.3333,0.45,0.3098,0.0529,infection,False,False,False,False,False
1273,Epigallocatechin gallate,Hydroxychloroquine,1.0064,0.02494,0.03925,1.989,0.0374,0.3454,0.012,0.0,0.1081,0.4,0.8,0.9091,0.5,0.55,0.7333,-0.0833,-1.555,-3.2153,False,0.3333,0.65,0.15,0.0,hepatic,False,False,False,False,False
1274,Amiloride,Hydroxychloroquine,1.0056,0.05486,0.06865,1.5385,0.0359,0.3157,0.0105,0.0,0.1138,0.3,0.6,1.0,0.75,0.55,0.7333,-0.125,-2.6837,-3.2153,False,0.3333,0.575,0.1123,0.0103,cardiac,False,False,False,False,False
1275,Bexarotene,Metformin,1.005,0.00249,0.00837,3.3643,0.0525,0.4011,0.0245,0.0009,0.1309,0.3,0.4,0.8571,0.5,0.55,0.8667,0.0794,-0.7904,-1.6488,True,0.3333,0.525,0.1452,0.0048,teratogenicity,False,False,False,False,False
1276,Hydroxychloroquine,Laquinimod,1.0048,0.04239,0.05693,1.6901,0.0526,0.3878,0.021,0.0,0.1357,0.4,0.6,0.7273,0.5,0.55,0.8667,-0.4375,-3.2153,-4.2322,False,0.3333,0.525,0.2541,0.0165,cardiac,False,False,False,False,False
1277,Amiloride,Laquinimod,1.0046,0.00748,0.01683,2.1538,0.04,0.3532,0.0084,0.0,0.1134,0.4,0.6,0.8,0.75,0.55,0.8667,-0.5,-2.6837,-4.2322,False,0.3333,0.55,0.2029,0.0137,cardiac,False,False,False,False,False
1278,Cholecalciferol,Remibrutinib,1.0046,0.01247,0.02374,1.9501,0.0398,0.3366,0.0198,0.0,0.1182,0.3,0.4,1.0,0.5,0.55,0.7333,0.1,-2.0037,-1.7308,True,0.6667,0.525,0.1206,0.0,hepatic,False,False,False,False,False
1279,Amiloride,Pioglitazone,1.0042,0.00748,0.01683,2.3884,0.0355,0.2949,0.0105,0.0,0.1204,0.5,0.6,1.0,0.75,0.45,0.8667,-0.0536,-2.6837,-2.6661,False,0.3333,0.6,0.1451,0.0137,cardiac,False,False,False,False,False
1280,Bexarotene,Firategrast,1.0042,0.00249,0.00837,3.4327,0.0472,0.3798,0.0192,0.0009,0.1242,0.4,0.4,1.0,0.5,0.55,0.8667,0.3393,-0.7904,-3.2771,True,0.3333,0.55,0.2343,0.0,infection,False,False,False,False,False
1281,Amiloride,Sirolimus,1.004,0.03741,0.05212,1.6529,0.0346,0.3261,0.0105,0.0,0.1062,0.3,0.6,1.0,1.0,0.45,0.7333,0.0417,-2.6837,-2.0409,True,0.3333,0.575,0.2284,0.0,infection,False,False,False,False,False
1282,Alemtuzumab,Amiloride,1.0038,0.03491,0.0496,1.6401,0.0518,0.3359,0.0105,0.0,0.1543,0.3,0.4,1.0,1.0,0.45,0.42,0.15,-3.018,-2.6837,True,0.3333,0.425,0.4691,0.0103,autoimmunity,False,False,False,False,False
1283,Bexarotene,High-dose biotin,1.0038,0.00249,0.00837,3.7387,0.0435,0.4155,0.0155,0.0009,0.1047,0.2,0.4,0.8182,0.75,0.6,0.8667,0.1905,-0.7904,-0.7599,True,0.3333,0.6,0.1363,0.0,teratogenicity,False,False,False,False,False
1284,Fenebrutinib,Hydroxychloroquine,1.0036,0.09227,0.10468,1.3234,0.0498,0.515,0.0201,0.0,0.0968,0.3,0.4,0.5556,0.5,0.6,0.7333,-0.5476,-2.6962,-3.2153,False,0.3333,0.45,0.2255,0.0,infection,False,False,False,False,False
1285,Natalizumab-biosimilar,Ofatumumab,1.0031,0.05486,0.06865,1.5572,0.0688,0.548,0.0287,0.0,0.1255,0.3,0.2,1.0,0.0,0.05,0.82,0.1875,-3.1195,-2.3838,True,0.6667,0.25,0.2304,0.0882,infection,False,False,False,False,True
1286,Remibrutinib,Secukinumab,1.003,0.00499,0.01301,2.124,0.0449,0.4479,0.0198,0.0,0.1002,0.4,0.2,1.0,0.5,0.5,0.6867,0.3,-1.7308,-1.895,True,0.3333,0.475,0.1686,0.0206,infection,False,False,False,False,False
1287,Metformin,Nicotinamide riboside,1.0027,0.01746,0.03019,2.1958,0.0388,0.3689,0.0116,0.0,0.1053,0.4,0.6,0.7273,0.5,0.5,1.0,-0.5111,-1.6488,-0.7234,False,0.3333,0.575,0.0137,0.0,hepatic,False,False,False,False,False
1288,Bexarotene,Oxcarbazepine,1.0026,0.00249,0.00837,3.7742,0.0379,0.3458,0.0099,0.0009,0.1097,0.3,0.4,1.0,0.75,0.7,0.8667,0.381,-0.7904,-0.3516,True,0.3333,0.575,0.16,0.0625,teratogenicity,False,False,False,False,False
1289,Diroximel fumarate,Mitoxantrone,1.0025,0.01496,0.02705,2.1509,0.0495,0.3609,0.0189,0.0035,0.1371,0.5,0.4,0.9231,0.5,0.55,0.5533,-0.1548,-1.9273,-3.0195,False,1.0,0.325,0.5265,0.0471,infection,False,False,False,False,False
1290,Cholecalciferol,Nicotinamide riboside,1.0011,0.00249,0.00837,3.0544,0.0353,0.3152,0.0154,0.0,0.1121,0.3,0.6,1.0,0.5,0.55,0.7333,0.1667,-2.0037,-0.7234,True,0.3333,0.625,0.0,0.0,,False,False,False,False,True
1291,Alpha-lipoic acid,Riluzole,1.0002,0.05985,0.07304,1.5158,0.0343,0.3636,0.0162,0.0,0.0942,0.3,0.4,0.9231,0.75,0.65,1.0,-0.0833,-1.7729,-2.6115,False,0.3333,0.525,0.0686,0.0,hepatic,False,False,False,False,False
1292,Lamotrigine,Mycophenolate mofetil,1.0,0.00748,0.01683,2.0205,0.0341,0.31,0.0133,0.0,0.1099,0.3,0.4,1.0,1.0,0.7,1.0,0.325,-3.0679,-2.0615,True,0.3333,0.525,0.2863,0.0,infection,False,False,False,False,False
1293,Evobrutinib,Pioglitazone,0.9997,0.00748,0.01683,1.931,0.043,0.4157,0.018,0.0,0.1034,0.5,0.6,0.8,0.5,0.45,0.8667,-0.1714,-2.076,-2.6661,False,0.3333,0.5,0.24,0.0189,hepatic,False,False,False,False,False
1294,Riluzole,Simvastatin,0.9993,0.23691,0.24405,0.7851,0.0369,0.3447,0.0167,0.0,0.107,0.4,0.4,0.9167,0.75,0.65,1.0,-0.1548,-2.6115,-1.7856,False,0.3333,0.475,0.148,0.0206,hepatic,False,False,False,False,False
1295,Mycophenolate mofetil,Oxcarbazepine,0.9992,0.00249,0.00837,2.4179,0.0307,0.3123,0.0099,0.0,0.0982,0.3,0.4,1.0,1.0,0.7,1.0,0.7333,-2.0615,-0.3516,True,0.3333,0.55,0.2922,0.0529,infection,False,False,False,False,False
1296,Epigallocatechin gallate,Glatiramer acetate,0.999,0.00249,0.00837,2.7896,0.0405,0.332,0.0121,0.0,0.122,0.4,0.6,0.9231,0.5,0.45,0.82,-0.0625,-1.555,-3.0334,False,0.3333,0.55,0.0814,0.0,hepatic,False,False,False,False,False
1297,Natalizumab-biosimilar,Ublituximab,0.999,0.04738,0.06178,1.5173,0.0679,0.562,0.0287,0.0,0.1207,0.3,0.2,1.0,0.0,0.05,0.64,0.1429,-3.1195,-2.5884,True,0.6667,0.275,0.2304,0.0882,infection,False,False,False,False,True
1298,Memantine,Nicotinamide riboside,0.9987,0.03491,0.0496,1.7943,0.0281,0.4121,0.0127,0.0,0.0683,0.2,0.4,0.875,0.75,0.75,0.8667,-0.45,-2.6276,-0.7234,False,0.3333,0.6,0.0,0.0,,False,False,False,False,True
1299,Hydroxychloroquine,Ozanimod,0.9982,0.05736,0.0709,1.4952,0.0471,0.3743,0.0218,0.0,0.126,0.4,0.4,1.0,0.5,0.55,1.0,0.1,-3.2153,-1.8533,True,0.3333,0.4,0.2476,0.0288,infection,False,False,False,False,False
1300,Elezanumab,Phenytoin,0.998,0.01247,0.02374,2.3099,0.0379,0.3724,0.0094,0.0,0.1018,0.2,0.4,0.75,1.0,0.7,0.82,-0.6429,-2.7183,-2.5343,False,0.3333,0.575,0.1431,0.0,teratogenicity,False,False,False,False,False
1301,Ublituximab,Ustekinumab,0.9972,0.02743,0.04221,1.6542,0.0784,0.5503,0.0392,0.0,0.1425,0.2,0.2,1.0,0.0,0.05,0.6867,0.381,-2.5884,-1.9172,True,0.3333,0.35,0.1814,0.0392,infection,False,False,False,False,True
